epoch,train_loss,test_loss
1,2.254710751259381e-07,3.809457815862061e-08
2,2.5880515970300166e-08,1.8560235837128403e-08
3,3.810046282640893e-09,1.135116557227176e-13
4,1.1200518431567913e-13,1.1239372402064608e-13
5,1.1269500489860442e-13,1.1168948930865078e-13
6,1.0990570832711179e-13,1.1099211895166001e-13
7,1.092462615325234e-13,1.1029966477389512e-13
8,1.0913478779538133e-13,1.0961035410480407e-13
9,1.0766742972710425e-13,1.0893141721762465e-13
10,1.0666652863712198e-13,1.0825751577191005e-13
11,1.0641774252442577e-13,1.0758729858070283e-13
12,1.05073122105186e-13,1.069272403638518e-13
13,1.0436407611052502e-13,1.0627224062776177e-13
14,1.0499923108438833e-13,1.0561738183795417e-13
15,1.0467706915021427e-13,1.049682042675304e-13
16,1.0264064683634162e-13,1.043287682536264e-13
17,1.0400785233879907e-13,1.0368993193904906e-13
18,1.0089049502792509e-13,1.030659905294426e-13
19,1.0003176374251757e-13,1.0245123298986345e-13
20,9.881387151393622e-14,1.0184991481383861e-13
21,1.0048588643032235e-13,1.0124229742319163e-13
22,1.010138678839102e-13,1.0063110826401267e-13
23,1.000228024727488e-13,1.0002915718496964e-13
24,9.759032984664723e-14,9.944214708948982e-14
25,9.626035469482811e-14,9.886618772465307e-14
26,9.931445863451978e-14,9.827807580871546e-14
27,9.723478038090992e-14,9.770296212157325e-14
28,9.684960366779412e-14,9.713104683083985e-14
29,9.652367704486401e-14,9.656693779574836e-14
30,9.445192329269551e-14,9.60142894552464e-14
31,9.549144630680451e-14,9.546189725750769e-14
32,9.264456586057738e-14,9.492756041407265e-14
33,9.218400761972726e-14,9.439489459723594e-14
34,9.335868009381892e-14,9.386158639061206e-14
35,9.345988819821609e-14,9.332885145588686e-14
36,9.280215884763157e-14,9.280565207926868e-14
37,9.121408577723259e-14,9.229059980435036e-14
38,9.213197513116643e-14,9.177387311470192e-14
39,9.021360928792612e-14,9.126869588869587e-14
40,8.946726158857131e-14,9.077029492626786e-14
41,8.921558628037333e-14,9.02764089882619e-14
42,8.92478456995761e-14,8.978430520757697e-14
43,9.121610591693047e-14,8.928846635040781e-14
44,8.859937733289841e-14,8.880418305551828e-14
45,8.80689407712536e-14,8.832477595989951e-14
46,8.725529474569883e-14,8.785417055304223e-14
47,8.778147608486716e-14,8.73838165455637e-14
48,8.63962566310765e-14,8.692003009274502e-14
49,8.546886661679309e-14,8.646516120279501e-14
50,8.451430514081447e-14,8.601826323169186e-14
51,8.583853883226655e-14,8.556550785835184e-14
52,8.297487981531911e-14,8.512881155206541e-14
53,8.328834543163029e-14,8.469580966468174e-14
54,8.390801406823761e-14,8.426003154211014e-14
55,8.372694315747671e-14,8.382662443416449e-14
56,8.313852000775296e-14,8.339886398665841e-14
57,8.178263560885533e-14,8.29788494860484e-14
58,8.303453295766244e-14,8.255629930760747e-14
59,8.21742982904175e-14,8.213987690432017e-14
60,8.10469481240736e-14,8.172918179900901e-14
61,8.268669555750331e-14,8.13166056029286e-14
62,8.177293647174555e-14,8.090666943913818e-14
63,7.890702373729471e-14,8.051333647636668e-14
64,7.912660632237393e-14,8.012234471266137e-14
65,7.904319268613266e-14,7.973505278886968e-14
66,7.866993399763527e-14,7.934936683954597e-14
67,7.795989162117777e-14,7.896829620334528e-14
68,7.787441285084847e-14,7.859145327799092e-14
69,7.765372173681052e-14,7.82166987970713e-14
70,7.783511845032426e-14,7.784185351421974e-14
71,7.842020042776558e-14,7.746859523229816e-14
72,7.756944121316971e-14,7.709921703890135e-14
73,7.527637489583051e-14,7.67408014847211e-14
74,7.521844976846221e-14,7.638764498870374e-14
75,7.576547469110868e-14,7.603090452687998e-14
76,7.480245738686158e-14,7.568456495202214e-14
77,7.60770344155259e-14,7.533008098596986e-14
78,7.492753487971238e-14,7.498369465489332e-14
79,7.365473614589883e-14,7.464368817597551e-14
80,7.388726728976142e-14,7.430482959610782e-14
81,7.246299893947598e-14,7.397450572021665e-14
82,7.28527093795013e-14,7.364418997584179e-14
83,7.282673040467057e-14,7.331483103988415e-14
84,7.17119166647592e-14,7.299286365223742e-14
85,7.265248779919197e-14,7.26673021343889e-14
86,7.286249057716302e-14,7.234253818276353e-14
87,7.220197421713149e-14,7.202169701012347e-14
88,7.119457950152501e-14,7.17077371331469e-14
89,7.19147624886644e-14,7.139048534732413e-14
90,7.025503781705501e-14,7.108096798874933e-14
91,6.973070700770721e-14,7.077776746308197e-14
92,6.889026607742425e-14,7.047800182542232e-14
93,7.03290112372178e-14,7.017393393801697e-14
94,6.968454086605115e-14,6.987383626344198e-14
95,6.887269570030486e-14,6.957739099493556e-14
96,6.821119712086769e-14,6.928571892649352e-14
97,6.823697060550542e-14,6.899492099605303e-14
98,6.835235573751002e-14,6.870584288130866e-14
99,6.825575064731745e-14,6.841684811460628e-14
100,6.822246736856935e-14,6.812982795111056e-14
101,6.041211201944637e-14,6.787489068515139e-14
102,6.199563642127464e-14,6.761672656247636e-14
103,6.603671816053083e-14,6.734356250274499e-14
104,6.673134484228016e-14,6.706619377146346e-14
105,6.730585998206053e-14,6.678977507233556e-14
106,6.578798740990806e-14,6.651775620114888e-14
107,6.553696746804203e-14,6.624871210967297e-14
108,6.561344800408474e-14,6.59812441771053e-14
109,6.488221825041649e-14,6.571826484153172e-14
110,6.441391765409001e-14,6.545675121177007e-14
111,6.440351249807804e-14,6.519737007215642e-14
112,6.373879892038626e-14,6.494102605387846e-14
113,6.344180392749708e-14,6.468673185533284e-14
114,6.398236110984621e-14,6.443166584036569e-14
115,6.39336448230365e-14,6.41784070548948e-14
116,6.28102810309116e-14,6.392834971515136e-14
117,6.380686316765846e-14,6.367797795677789e-14
118,6.2021200112792e-14,6.343354389936468e-14
119,6.1630912673923e-14,6.319156047767445e-14
120,6.100375992524427e-14,6.295464875045922e-14
121,6.217323896928576e-14,6.271512443482147e-14
122,6.26379532958762e-14,6.247198023918034e-14
123,6.21654728968869e-14,6.223251047246439e-14
124,6.076547563195998e-14,6.199907361321196e-14
125,6.006550014043665e-14,6.176864609261454e-14
126,6.211457617786436e-14,6.153283076484624e-14
127,6.093273533170274e-14,6.130167953929868e-14
128,6.08208442783682e-14,6.107103280657451e-14
129,6.074779917243428e-14,6.084296173163635e-14
130,5.956202084279535e-14,6.061861455234751e-14
131,6.034940732232594e-14,6.039333970257483e-14
132,5.866289909622989e-14,6.017535746766483e-14
133,5.848293834073096e-14,5.995724987187863e-14
134,5.935444288298307e-14,5.973798658433921e-14
135,5.955403572767632e-14,5.951788812231379e-14
136,5.923911768702981e-14,5.930187269790731e-14
137,5.833315997800419e-14,5.908757471750469e-14
138,5.904551807477684e-14,5.887285152656255e-14
139,5.792180286562279e-14,5.866187086599455e-14
140,5.754784337594615e-14,5.845284922322697e-14
141,5.749612093532531e-14,5.824544236407003e-14
142,5.764157079028504e-14,5.803779155942428e-14
143,5.902541517078912e-14,5.78281017770679e-14
144,5.742988512725437e-14,5.762300325209881e-14
145,5.719533062496871e-14,5.741860505397052e-14
146,5.676703824077176e-14,5.721748148521631e-14
147,5.722110644741738e-14,5.701614683585165e-14
148,5.641674769767211e-14,5.6816852180637153e-14
149,5.5917076151941905e-14,5.6620513670408573e-14
150,5.5382859383897464e-14,5.6427271912635155e-14
151,5.6356474086754255e-14,5.623091307361584e-14
152,5.456817716599765e-14,5.6040654227069474e-14
153,5.486523070580415e-14,5.585117702252684e-14
154,5.538051330592148e-14,5.566005250830838e-14
155,5.5352227047223734e-14,5.546980619784963e-14
156,5.5061434334506207e-14,5.528053397528023e-14
157,5.4246114029746564e-14,5.509434664670472e-14
158,5.518093777458167e-14,5.4906539452320885e-14
159,5.4701384684364105e-14,5.4720973507115485e-14
160,5.403440668267246e-14,5.4536852938931285e-14
161,5.5225758658510907e-14,5.4351731177803424e-14
162,5.47071482353504e-14,5.416736124311955e-14
163,5.286678585951065e-14,5.398896865053786e-14
164,5.309763320351805e-14,5.3811129001064134e-14
165,5.312927743963188e-14,5.363468051850298e-14
166,5.295376065943139e-14,5.34579755543654e-14
167,5.256155858728842e-14,5.328315269743662e-14
168,5.2581498352730505e-14,5.310936186545077e-14
169,5.250888675825899e-14,5.2936013523476565e-14
170,5.271808929338279e-14,5.2762512715571855e-14
171,5.320183163915089e-14,5.2588688002268116e-14
172,5.2697829485011916e-14,5.241658649279227e-14
173,5.120787718556133e-14,5.2248373542170684e-14
174,5.1243838104862284e-14,5.208216738200773e-14
175,5.169565604989891e-14,5.191416720606249e-14
176,5.1108853341965896e-14,5.1750075240135885e-14
177,5.205823771868958e-14,5.158217060950709e-14
178,5.1342104768765505e-14,5.141724143621542e-14
179,5.0532641188616357e-14,5.1254668708583007e-14
180,5.0769055402559697e-14,5.1092382616899944e-14
181,4.9855385492430636e-14,5.093360324161852e-14
182,5.0191998215260664e-14,5.077401884622402e-14
183,5.02374304536899e-14,5.061485322391864e-14
184,4.9531905405584065e-14,5.045819109219217e-14
185,5.025532348259956e-14,5.0300055461950655e-14
186,5.047127703971957e-14,5.014180903979964e-14
187,5.0074494755498936e-14,4.9984903640210714e-14
188,4.943944359399365e-14,4.983111870999948e-14
189,5.0005614036228217e-14,4.967515487223472e-14
190,4.8912653136492285e-14,4.952259509047839e-14
191,4.8605835204157745e-14,4.937228197891136e-14
192,4.807872866784179e-14,4.922340441878333e-14
193,4.914944082420273e-14,4.907266880718221e-14
194,4.8758787500981835e-14,4.892270975538713e-14
195,4.8249071838563086e-14,4.877464771858072e-14
196,4.784057495315665e-14,4.862845254239006e-14
197,4.7915767185967904e-14,4.848254230808286e-14
198,4.8056205079216075e-14,4.833702001486549e-14
199,4.8045614118056785e-14,4.819125377615932e-14
200,4.808445918454314e-14,4.804597949418891e-14
201,4.264130591525683e-14,4.7916676187845576e-14
202,4.3797966860529506e-14,4.778549382361205e-14
203,4.669460961149357e-14,4.7646654281535345e-14
204,4.723696745036329e-14,4.7505184532750826e-14
205,4.769694211939407e-14,4.736435107511629e-14
206,4.667734182842425e-14,4.722517949612426e-14
207,4.655198373049868e-14,4.708759390162267e-14
208,4.6657906284755006e-14,4.6950335600651897e-14
209,4.619332172361209e-14,4.6815531323535914e-14
210,4.590748012175917e-14,4.668125864429762e-14
211,4.59492820108578e-14,4.654757787168288e-14
212,4.552847485681574e-14,4.6415352301671514e-14
213,4.5362243455070956e-14,4.6283620721274986e-14
214,4.580419394061052e-14,4.615135686537441e-14
215,4.58217830540987e-14,4.601981434273171e-14
216,4.5056034946001304e-14,4.5889837814601896e-14
217,4.582907743078991e-14,4.575924871224463e-14
218,4.4589156721281176e-14,4.563068266337858e-14
219,4.435625142602513e-14,4.550392248875608e-14
220,4.39460279147777e-14,4.53786425889122e-14
221,4.48357607754613e-14,4.5251723849721974e-14
222,4.521827292621296e-14,4.512380256233538e-14
223,4.492719574595043e-14,4.499688721127694e-14
224,4.395086847090203e-14,4.48726376423101e-14
225,4.348807118315914e-14,4.4749530551382516e-14
226,4.5022662762675066e-14,4.462388913787675e-14
227,4.420500363054147e-14,4.4500064101823074e-14
228,4.416818727572642e-14,4.4376741525713715e-14
229,4.4161478978072075e-14,4.4254040671787635e-14
230,4.333875465667653e-14,4.4133261905025467e-14
231,4.3958320429602746e-14,4.401179195937833e-14
232,4.276707914402985e-14,4.3893621037654175e-14
233,4.2673344174157075e-14,4.3775671699749013e-14
234,4.335423696205567e-14,4.365687634533613e-14
235,4.354927568328603e-14,4.3537475192959375e-14
236,4.3352624685662545e-14,4.341958311448145e-14
237,4.2725817424782343e-14,4.3302795228153566e-14
238,4.3292586482141397e-14,4.318517386140558e-14
239,4.250426569138866e-14,4.306997534769992e-14
240,4.2265741891068207e-14,4.295562589982059e-14
241,4.22667094398632e-14,4.2841647791185335e-14
242,4.2420020675369014e-14,4.2727974953224275e-14
243,4.347786057367449e-14,4.2612449145987794e-14
244,4.2334839111960246e-14,4.2498741410269304e-14
245,4.220042999265481e-14,4.2386270342653806e-14
246,4.191969068010693e-14,4.227528226032236e-14
247,4.2295479184967233e-14,4.216342275049478e-14
248,4.1735425879152464e-14,4.2052822270439995e-14
249,4.140440181194579e-14,4.1943857580412945e-14
250,4.103990896577557e-14,4.183649615434846e-14
251,4.180074292752618e-14,4.1727138441033894e-14
252,4.0506413903683515e-14,4.162101605476465e-14
253,4.075953191227857e-14,4.1515282287211615e-14
254,4.1183320317363106e-14,4.1408271871600473e-14
255,4.119484240490065e-14,4.130158603901472e-14
256,4.101500070835279e-14,4.1195272562112585e-14
257,4.043702398208622e-14,4.109101161544823e-14
258,4.117459103297792e-14,4.0985433024331127e-14
259,4.085102688658167e-14,4.088083631380648e-14
260,4.038350982961273e-14,4.0776815924499154e-14
261,4.131156239306748e-14,4.067213484949296e-14
262,4.095845532989294e-14,4.056777225887494e-14
263,3.960818452326863e-14,4.046657147284243e-14
264,3.9813061599943985e-14,4.036565054649568e-14
265,3.987092198011379e-14,4.026486446779415e-14
266,3.9766928424810226e-14,4.016421357555099e-14
267,3.9506213885931016e-14,4.0064682460864107e-14
268,3.955092109803873e-14,3.996550100137785e-14
269,3.952606383199938e-14,3.986613251701684e-14
270,3.971836165625638e-14,3.9766765049095364e-14
271,4.011801131641006e-14,3.966715058636647e-14
272,3.9765662144435404e-14,3.956804298815321e-14
273,3.866713146097019e-14,3.947143108781574e-14
274,3.872487698347235e-14,3.9375369420080813e-14
275,3.909850016718761e-14,3.927843293671795e-14
276,3.8682440598933594e-14,3.9183228127512464e-14
277,3.94335085418529e-14,3.9085941311322624e-14
278,3.891898047868499e-14,3.899029401210549e-14
279,3.8329798489084457e-14,3.889593217008911e-14
280,3.8541481983710764e-14,3.88016157290387e-14
281,3.787393613113128e-14,3.870890729533536e-14
282,3.8158232948176314e-14,3.861583870322285e-14
283,3.821818793918073e-14,3.852274063436377e-14
284,3.7707613859691917e-14,3.843123464863235e-14
285,3.8290477661132286e-14,3.8338517744599535e-14
286,3.8484947718323175e-14,3.824556536540739e-14
287,3.8207119556371054e-14,3.815355217634715e-14
288,3.774934060002747e-14,3.8062826138553567e-14
289,3.820961244209746e-14,3.797112702931017e-14
290,3.740012050328524e-14,3.78810318616557e-14
291,3.7189969494548415e-14,3.779257214521579e-14
292,3.6811614852552427e-14,3.770454543201851e-14
293,3.766060397157643e-14,3.7615222080785576e-14
294,3.738703414918202e-14,3.7526422534727225e-14
295,3.702157819266945e-14,3.7438534734933296e-14
296,3.673178230220557e-14,3.735167760482959e-14
297,3.681430858673129e-14,3.7265161659597036e-14
298,3.694847162602488e-14,3.7178437683072635e-14
299,3.6965290176700294e-14,3.709117262190153e-14
300,3.702308482711339e-14,3.7004595351483596e-14
301,3.2859409976522014e-14,3.6926692037258723e-14
302,3.3767067307978286e-14,3.684775161589323e-14
303,3.601804825123208e-14,3.676469156508547e-14
304,3.645881255183231e-14,3.6680004194579453e-14
305,3.6837323522229037e-14,3.6595186042186374e-14
306,3.607458109360431e-14,3.651138128001139e-14
307,3.600079537594263e-14,3.642819044731658e-14
308,3.610534116284649e-14,3.634535977303094e-14
309,3.57699907562771e-14,3.6263538762018425e-14
310,3.556896520617555e-14,3.618219988215949e-14
311,3.5622559386321894e-14,3.610092571561772e-14
312,3.532018827531649e-14,3.602049282219917e-14
313,3.5210824293958104e-14,3.594034520947725e-14
314,3.557919031686426e-14,3.585964668652644e-14
315,3.561618466718284e-14,3.577963392144973e-14
316,3.5037110592792434e-14,3.5700294716972667e-14
317,3.566506634564582e-14,3.5620192166403544e-14
318,3.4718532285611624e-14,3.554175217210329e-14
319,3.455885649536212e-14,3.54640836554114e-14
320,3.4257570331918186e-14,3.538723709949152e-14
321,3.497323277198072e-14,3.530976475563021e-14
322,3.529340353498368e-14,3.523110825970864e-14
323,3.5089457754093175e-14,3.515309584764016e-14
324,3.4342148130242154e-14,3.507672024203896e-14
325,3.40008939040304e-14,3.500093247730315e-14
326,3.5225099916200584e-14,3.49235458531761e-14
327,3.4602759060051255e-14,3.484708215614838e-14
328,3.4594573435292947e-14,3.4770491742991755e-14
329,3.461098835782833e-14,3.469448171681058e-14
330,3.398450590020208e-14,3.461958333666939e-14
331,3.449247454022646e-14,3.4544240433637474e-14
332,3.357508053116018e-14,3.44707067929809e-14
333,3.3518273368697646e-14,3.439705287364581e-14
334,3.4074747299624566e-14,3.432291851722304e-14
335,3.425246231667043e-14,3.424846127184078e-14
336,3.411228344609753e-14,3.417484529958173e-14
337,3.363580994744761e-14,3.410156271949072e-14
338,3.41037537734967e-14,3.4028259471795795e-14
339,3.349914275688941e-14,3.395553966039494e-14
340,3.332727801006298e-14,3.3883350430432246e-14
341,3.33459679783914e-14,3.3811600302349407e-14
342,3.348956747293718e-14,3.3739571331020335e-14
343,3.43433444626362e-14,3.366667228744784e-14
344,3.345486895460015e-14,3.359495502424335e-14
345,3.3367067552166843e-14,3.3523584028107705e-14
346,3.316067303290714e-14,3.345264230826973e-14
347,3.347692891127185e-14,3.338145223837161e-14
348,3.304945720035684e-14,3.3310921837732823e-14
349,3.2805503969666464e-14,3.3241000284376514e-14
350,3.252970562052848e-14,3.3171820731882005e-14
351,3.3151291312924016e-14,3.310189409632801e-14
352,3.213905538050751e-14,3.3033845163411496e-14
353,3.23545772896376e-14,3.2965546186368955e-14
354,3.2710387370472103e-14,3.289672848634951e-14
355,3.2734554372422076e-14,3.282790976989053e-14
356,3.260858248054161e-14,3.275955658273936e-14
357,3.2161826082525256e-14,3.2692070418513e-14
358,3.2767856523064235e-14,3.2623857161204714e-14
359,3.25262516573388e-14,3.2556201251575724e-14
360,3.216753937057646e-14,3.248897766756301e-14
361,3.2924703172447934e-14,3.242103003978699e-14
362,3.265929944223206e-14,3.2353312127346263e-14
363,3.159468570286279e-14,3.2287803954458326e-14
364,3.177315805206679e-14,3.222221141708885e-14
365,3.183550574174061e-14,3.2156877055361696e-14
366,3.1764839104322584e-14,3.2091392260583104e-14
367,3.1572796829905773e-14,3.202644990570394e-14
368,3.1622416748404264e-14,3.1961884141673125e-14
369,3.1615781193939426e-14,3.189717099390948e-14
370,3.178667383493361e-14,3.183196927754187e-14
371,3.21237248295512e-14,3.1766911387368697e-14
372,3.185398945754637e-14,3.1702249061581895e-14
373,3.0985523493526605e-14,3.163906463888146e-14
374,3.1046764060316387e-14,3.15765695315935e-14
375,3.136238576511349e-14,3.15132480589622e-14
376,3.104182543471742e-14,3.1451178839840123e-14
377,3.1660422896518994e-14,3.138722361715769e-14
378,3.126062119395128e-14,3.1324657697915334e-14
379,3.0798437039477594e-14,3.126292559790626e-14
380,3.098499824839601e-14,3.120130157930126e-14
381,3.046087497906094e-14,3.114077446836295e-14
382,3.070397944885685e-14,3.107980520622618e-14
383,3.076474730349943e-14,3.101887575463792e-14
384,3.036656336609833e-14,3.0958875837005984e-14
385,3.085231128259762e-14,3.0897941980846405e-14
386,3.1024508947253635e-14,3.08369427337433e-14
387,3.081215804148687e-14,3.077621436777672e-14
388,3.0456168271082936e-14,3.0716482451369293e-14
389,3.084158318680417e-14,3.065587995449868e-14
390,3.020108670459087e-14,3.0596524967752784e-14
391,3.004316511957513e-14,3.053839783996723e-14
392,2.974999165135275e-14,3.048027071218167e-14
393,3.045136349363029e-14,3.042125487742785e-14
394,3.02428478683454e-14,3.036254024759008e-14
395,2.99600396947645e-14,3.030437923848663e-14
396,2.973733159199123e-14,3.024684181503895e-14
397,2.9816084632728126e-14,3.018926712214159e-14
398,2.993833472960099e-14,3.013186454633911e-14
399,2.996455636243046e-14,3.0074069794282056e-14
400,3.0026239927451657e-14,3.001660928142599e-14
401,2.6664134021949815e-14,2.996499244887303e-14
402,2.7408689060775052e-14,2.99126010893931e-14
403,2.9244764060767663e-14,2.985697728277986e-14
404,2.961364037020256e-14,2.9800538461064764e-14
405,2.9932786206398686e-14,2.974392142361757e-14
406,2.9325621097464225e-14,2.9687833951169e-14
407,2.927777442550015e-14,2.963198110684682e-14
408,2.9374084002838084e-14,2.9576470463835334e-14
409,2.911361642488498e-14,2.952137435874823e-14
410,2.8960071289701106e-14,2.9466334157835647e-14
411,2.9014128170065224e-14,2.941164259568415e-14
412,2.8780275756448875e-14,2.9357240888207207e-14
413,2.870089545393322e-14,2.9303223394875136e-14
414,2.90144776389186e-14,2.9248722923356544e-14
415,2.905646436754698e-14,2.9194348998560265e-14
416,2.859141903742142e-14,2.9140483971158706e-14
417,2.9118198771485666e-14,2.9086512725825557e-14
418,2.835428040702027e-14,2.903319640636722e-14
419,2.823519697670203e-14,2.898049994561969e-14
420,2.7997765052672564e-14,2.892839081751778e-14
421,2.859438104387533e-14,2.887554121321339e-14
422,2.886710027578412e-14,2.8822098855252504e-14
423,2.871251188400043e-14,2.876899717394301e-14
424,2.8107709065252566e-14,2.871696580346566e-14
425,2.783886173953029e-14,2.8665504316755227e-14
426,2.8854332998992127e-14,2.8612461758345445e-14
427,2.8352932828423166e-14,2.856046918197708e-14
428,2.8357087575851424e-14,2.850822910258153e-14
429,2.8382372170012665e-14,2.8456456585372865e-14
430,2.7877564724710074e-14,2.840543199825662e-14
431,2.8306204866753848e-14,2.835385921141692e-14
432,2.7562035651436086e-14,2.8303765513509707e-14
433,2.752433882281303e-14,2.825371772478824e-14
434,2.7993234408962972e-14,2.820289659498593e-14
435,2.8153046283525785e-14,2.8151841345276998e-14
436,2.804460563584255e-14,2.8101524030671715e-14
437,2.766169588782545e-14,2.8051470651532794e-14
438,2.8058467973769404e-14,2.800101764224936e-14
439,2.7569530436122618e-14,2.7951352712420053e-14
440,2.7436866475739072e-14,2.7901959849573402e-14
441,2.746233497769382e-14,2.7852829058720633e-14
442,2.7593623966434744e-14,2.7803500062158203e-14
443,2.830791553449412e-14,2.7753460235546442e-14
444,2.7582654398488693e-14,2.7704210521267877e-14
445,2.752078987334865e-14,2.7655235245664222e-14
446,2.7359260707247912e-14,2.7606624702447656e-14
447,2.7631529791967206e-14,2.755791149883788e-14
448,2.7287705854140732e-14,2.750950593759455e-14
449,2.7096769025482726e-14,2.7461662975634785e-14
450,2.6877008292434035e-14,2.7414488492076993e-14
451,2.7401929280458172e-14,2.7366332297333336e-14
452,2.6573377677317376e-14,2.731974887336614e-14
453,2.6760506974292864e-14,2.727314715348728e-14
454,2.7067040913420848e-14,2.7225895759337876e-14
455,2.7095839423763773e-14,2.7178672147869146e-14
456,2.7002100083200988e-14,2.7131613707825128e-14
457,2.6639752619020233e-14,2.7085401623102005e-14
458,2.7153795976054412e-14,2.7038374523277035e-14
459,2.6963399503594776e-14,2.6991841243660318e-14
460,2.6674223725951578e-14,2.6945593414146822e-14
461,2.7313096056369836e-14,2.6898706752384507e-14
462,2.7102658886022117e-14,2.6851937658795272e-14
463,2.6226116903307417e-14,2.6806840777650506e-14
464,2.6383662524279192e-14,2.676173152982471e-14
465,2.644567619498059e-14,2.671667530626141e-14
466,2.6394447760915264e-14,2.6671700567267638e-14
467,2.6245166386299964e-14,2.6626923864576934e-14
468,2.6294837753579673e-14,2.658235112741993e-14
469,2.6297655832195188e-14,2.653750157989576e-14
470,2.645066552397178e-14,2.6492653218217718e-14
471,2.6742149296989656e-14,2.6447568026127625e-14
472,2.6525138744395428e-14,2.640280673943656e-14
473,2.5808877079344693e-14,2.6359121184588512e-14
474,2.5868984942855428e-14,2.6315719893997557e-14
475,2.6141837141996273e-14,2.627161421080767e-14
476,2.5882874555243187e-14,2.6228769082049883e-14
477,2.640843085185908e-14,2.6184261566429817e-14
478,2.608316603271133e-14,2.614085824295979e-14
479,2.5704174794633502e-14,2.6097880130029288e-14
480,2.5869978902137714e-14,2.605476971055242e-14
481,2.5439668394181295e-14,2.6012619487624564e-14
482,2.5651412434722673e-14,2.5970101821804187e-14
483,2.5709460957850727e-14,2.5927501316161568e-14
484,2.5384305558419103e-14,2.588576444531197e-14
485,2.5800565009508015e-14,2.584314598257087e-14
486,2.5953903773584617e-14,2.5800494654951417e-14
487,2.5783505901475585e-14,2.575807490613974e-14
488,2.5493793799510845e-14,2.571649914095671e-14
489,2.582517777101681e-14,2.5674015187047635e-14
490,2.5296262954883733e-14,2.563241909307387e-14
491,2.517133452289099e-14,2.5591814027648394e-14
492,2.4933444421799694e-14,2.555138124872439e-14
493,2.5530959470713337e-14,2.5509948632109447e-14
494,2.5364068687700436e-14,2.546880959711402e-14
495,2.513472989243144e-14,2.5428129823382595e-14
496,2.4955263143488017e-14,2.538813157236053e-14
497,2.5029107323363717e-14,2.5347927153519105e-14
498,2.5140429136676383e-14,2.530772968034785e-14
499,2.517049011574587e-14,2.5267344674082067e-14
500,2.523172507517754e-14,2.52270333596827e-14
501,2.241638199491729e-14,2.5191939260018648e-14
502,2.3048017148779265e-14,2.515607029461445e-14
503,2.459844832911214e-14,2.5117604834413738e-14
504,2.4915711346591793e-14,2.5078000961931916e-14
505,2.5192193861181935e-14,2.5038469595470377e-14
506,2.468916582881362e-14,2.499904732685245e-14
507,2.465669156817411e-14,2.4960166651100993e-14
508,2.4745603583267195e-14,2.49213057959205e-14
509,2.4534905662296993e-14,2.4882930290618787e-14
510,2.4412252564088482e-14,2.4844686583643667e-14
